timestamp,x,y,z
1733479067.990165,0.209177,-0.156985,0.676084
1733479068.089984,0.210442,-0.153264,0.671849
1733479068.200151,0.210137,-0.146592,0.673860
1733479068.307684,0.209847,-0.143569,0.668807
1733479068.366101,0.207689,-0.139588,0.672950
1733479068.474702,0.207557,-0.134650,0.673078
1733479068.587437,0.208241,-0.128433,0.678024
1733479068.694352,0.208476,-0.124968,0.676233
1733479068.804890,0.208882,-0.121553,0.674091
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
1733479068.855517,0.208021,-0.118289,0.679334
