Command,Speed (mm/s),Initial Position (mm),End Position (mm),Time (s),ArUco ID,Translation X (m),Translation Y (m),Translation Z (m),Rotation X,Rotation Y,Rotation Z,Rotation W
P400,240.0,200.0,400.0,1741944812.9887526,aruco_1,0.01065517542635297,-0.04512105412849868,0.01664617924331868,-0.018358267899429667,-0.09687402273362342,0.9951269163423218,-0.0008991268719429335
P400,240.0,200.0,400.0,1741944812.9890215,aruco_5,0.3965107192403941,-0.03902314710258312,0.05723481514026452,0.03723055851395075,0.0010834851587783786,0.9992400270252345,-0.011492178972588368
P400,240.0,200.0,400.0,1741944812.9893055,aruco_7,0.5807668618243881,-0.03954821012726918,0.047473285533911835,0.07942751006040134,-0.05565732088102963,0.9952602238375217,0.007114085408716978
P400,240.0,200.0,400.0,1741944812.989592,aruco_9,0.7636313852283609,-0.040016542928502694,0.03176120040973396,0.031058108139760288,-0.00485124420736823,0.9995010059150655,0.0030965702315672427
P400,240.0,200.0,400.0,1741944813.0962794,aruco_2,0.01946085170965478,0.055216459718028396,0.03504518521354194,-0.04183752268435542,0.0667881635232098,0.9967942402523169,-0.013791147583232344
P400,240.0,200.0,400.0,1741944813.0967438,aruco_8,0.5825702814401931,0.05900045454134364,0.032625178198018245,0.05969397376453321,0.024039216163359182,0.9978630364249834,0.011317962160503445
P400,240.0,200.0,400.0,1741944813.0971065,aruco_4,0.20844787583131494,0.054368485765175306,0.04356245035096895,-0.020690652441705756,0.05731976932065605,0.9981268106055999,0.005403810874885607
P400,240.0,200.0,400.0,1741944813.0974536,aruco_6,0.3947648344399715,0.054504330939017825,0.04598248609180311,0.05908009931818331,0.06431777619432273,0.9961266043407683,-0.010224668432071286
P400,240.0,200.0,400.0,1741944813.0977905,aruco_10,0.7625025727355556,0.05466942004380588,0.026811470945848348,0.03452530428884088,0.01486798285429056,0.9992859570810322,0.0038095471165820135
P400,240.0,200.0,400.0,1741944813.0982351,aruco_3,0.20911265352408773,-0.03931054324315794,0.05044417035849713,-0.056811689907378435,-0.06234526672128835,0.9964357535383114,0.0011308718158409199
P400,240.0,200.0,400.0,1741944813.0990064,aruco_1,0.012015919830607402,-0.044671375191728424,0.018941006540937222,-0.015436888302672588,-0.08695286651843638,0.9960889833177915,-0.0027620862115460263
P400,240.0,200.0,400.0,1741944813.0994308,aruco_5,0.39648592291163115,-0.03908126702936515,0.056699355195090506,0.02820771005512578,-0.007770157448069887,0.999513598536944,-0.010793809290802696
P400,240.0,200.0,400.0,1741944813.0998242,aruco_7,0.580507603851844,-0.03937494690140203,0.048469071118989904,0.0808517087788016,-0.05470494952306934,0.9951910341677349,0.008072501177646067
P400,240.0,200.0,400.0,1741944813.1001987,aruco_9,0.7634406648242337,-0.039933902463820156,0.03223820503269137,0.03264122631700317,-0.0116314940514739,0.9993986395919373,0.001268106694519916
P400,240.0,200.0,400.0,1741944813.1005032,aruco_0,0.25671400431560865,0.005344852127273411,0.04504592822942366,-0.24939426880325163,0.0471401582549259,0.9669339191695532,-0.024881485674080998
P400,240.0,200.0,400.0,1741944813.204265,aruco_2,0.020172659902226053,0.05517732155870641,0.03640316191180182,-0.04540959842848628,0.06394809772827671,0.996841567764752,-0.012469489694263671
P400,240.0,200.0,400.0,1741944813.204767,aruco_8,0.5833353149267446,0.0589818837680684,0.029079692950428226,0.05275421171202065,0.02312448157823955,0.9982896624406286,0.009999576737419831
P400,240.0,200.0,400.0,1741944813.2053227,aruco_4,0.20779926186685987,0.05438502433101698,0.04125324931636609,-0.015773735390843042,0.06200248543130595,0.9979439781040823,0.0038324827213445365
P400,240.0,200.0,400.0,1741944813.2059221,aruco_6,0.39475479519186085,0.05453137407236331,0.046286475349084144,0.06021160798294558,0.07319843528448534,0.9954409294293877,-0.010672279560666272
P400,240.0,200.0,400.0,1741944813.2062943,aruco_10,0.7630312997333049,0.05467457899397819,0.02568159121766944,0.03176344951537359,0.01667038165642306,0.9993433132213023,0.005110205029508158
P400,240.0,200.0,400.0,1741944813.2066317,aruco_0,0.2686324502434645,0.004880817918439723,0.04111011498321204,-0.2243616056268226,0.043591718953776004,0.9734884720018684,-0.009045190133195956
P400,240.0,200.0,400.0,1741944813.2069864,aruco_3,0.21171225336662977,-0.037665694944281194,0.05900268574391143,-0.05201971234848038,-0.025356424391282165,0.9983060325234644,-0.006004737500604362
P400,240.0,200.0,400.0,1741944813.2074041,aruco_1,0.012127742330404367,-0.04470448144540207,0.019352381492289905,-0.02140408278906435,-0.09474517308428689,0.9952713598980932,-0.0003576517318978786
P400,240.0,200.0,400.0,1741944813.2078333,aruco_5,0.39652251520391735,-0.039222477867569855,0.05590779190179085,0.04436903550768435,-0.0008481802629551362,0.9989567177448235,-0.010776620395506595
P400,240.0,200.0,400.0,1741944813.2082171,aruco_7,0.58024551114184,-0.03917022475268003,0.0497674586939324,0.08362863445430418,-0.05516208178844424,0.9949337390467704,0.008381002467948753
P400,240.0,200.0,400.0,1741944813.2086678,aruco_9,0.7641035227594595,-0.04014960516159134,0.030726004128001527,0.03208699083497255,-0.008020567928241261,0.9994490452762492,0.002773378456714239
P400,240.0,200.0,400.0,1741944813.2995405,aruco_2,0.01895908870968266,0.05519089505363759,0.03401006294222775,-0.044805122120324954,0.06427034347285299,0.996818654778172,-0.01464184754381927
P400,240.0,200.0,400.0,1741944813.2999933,aruco_8,0.5826699624996028,0.058974223616249405,0.0322131188296082,0.0575118328824796,0.028319312453156418,0.9978816242122289,0.011075190242694466
P400,240.0,200.0,400.0,1741944813.3003225,aruco_4,0.2079475551039542,0.05438592600667866,0.041790515269971906,-0.01461457926486566,0.06222347660339239,0.9979486186419914,0.003632887280691517
P400,240.0,200.0,400.0,1741944813.3006926,aruco_6,0.3946969094959512,0.05453453571056268,0.044906783172649845,0.049200105451561005,0.07329117109758136,0.996030133563773,-0.011476808412966817
P400,240.0,200.0,400.0,1741944813.3012207,aruco_10,0.7628425794885791,0.054647957007393624,0.026175072548330847,0.031997131938774764,0.015758055336957344,0.9993547950170724,0.0042250610137837975
P400,240.0,200.0,400.0,1741944813.3017054,aruco_0,0.28096255722855357,0.004704798378429284,0.03812384222036269,-0.19767667952178233,0.05512946713118385,0.9786960114433251,-0.006227233181609259
P400,240.0,200.0,400.0,1741944813.3020382,aruco_3,0.21109123361846213,-0.03797521789571129,0.05676456865708812,-0.04821072417009952,-0.023923899871651368,0.9985312290646156,-0.006224777889239556
P400,240.0,200.0,400.0,1741944813.302462,aruco_1,0.010492340439228698,-0.045158900602354696,0.01603214582144019,-0.01054666086794387,-0.08630465452280417,0.9962098625414297,-0.002484885063716539
P400,240.0,200.0,400.0,1741944813.3029125,aruco_5,0.3964889851675716,-0.03898921027488729,0.05722779074321582,0.03601092250715762,-0.008157777057480761,0.9992607766215548,-0.010703020920843733
P400,240.0,200.0,400.0,1741944813.3032389,aruco_7,0.581046859024434,-0.0397603936938567,0.04592767329098524,0.07940344538538983,-0.051102724627707416,0.9955043902915751,0.007389410555674269
P400,240.0,200.0,400.0,1741944813.3035805,aruco_9,0.7632437230732556,-0.03988615602395024,0.032622600530853973,0.0316352940641895,-0.00925408553842523,0.9994553180787795,0.0016209435484065009
P400,240.0,200.0,400.0,1741944813.419099,aruco_2,0.01899762218045714,0.05517496758772178,0.03416315260023528,-0.04303247266703618,0.06465615615011236,0.9968845698444054,-0.013745268684030178
P400,240.0,200.0,400.0,1741944813.4195683,aruco_8,0.5826825292445774,0.05899277556548438,0.0321635983641787,0.05733939713633198,0.02603614309254813,0.9979491911203082,0.011476710733410117
P400,240.0,200.0,400.0,1741944813.4199533,aruco_4,0.20736208607285309,0.05436971711008348,0.03963837374820334,-0.013700293697866102,0.06057952959399215,0.9980610608176311,0.004065920847055178
P400,240.0,200.0,400.0,1741944813.4206636,aruco_6,0.39471326073435065,0.0545268998701835,0.04561595490108983,0.05313214983119869,0.07917486470818953,0.9953810478447888,-0.011174760687744678
P400,240.0,200.0,400.0,1741944813.4210083,aruco_10,0.7627762319019258,0.054687624703216565,0.026297525118256226,0.031798232449370245,0.01568538447631138,0.9993623038613301,0.00422101560862298
P400,240.0,200.0,400.0,1741944813.421298,aruco_3,0.2109709699467031,-0.038021621141144185,0.05638761480608323,-0.04964256918207649,-0.024790580891619965,0.9984358543271921,-0.006846707322279357
P400,240.0,200.0,400.0,1741944813.4217505,aruco_1,0.015313660217823488,-0.04366959818343427,0.025211124020360964,-0.023214491602691976,-0.08920733290193324,0.995742501566626,-5.291669483847742e-06
P400,240.0,200.0,400.0,1741944813.422026,aruco_5,0.3965397350511664,-0.03907671335587212,0.05694342529984664,0.059458473873953026,0.0029265068282628677,0.9981731512940129,-0.010318702742954884
P400,240.0,200.0,400.0,1741944813.4221816,aruco_7,0.5805104747002339,-0.03934762301019966,0.048594499237192834,0.08326713338602341,-0.056164557929295526,0.994909509739545,0.008196610704105439
P400,240.0,200.0,400.0,1741944813.4223256,aruco_9,0.7634451333240977,-0.03995428956058081,0.032190832930651836,0.031475605669969174,-0.007702646980892375,0.9994702420960664,0.003029994252835577
P400,240.0,200.0,400.0,1741944813.422462,aruco_0,0.2933657161590659,0.004546957273292157,0.035231226984981934,0.09700511938118216,0.04736961641016445,0.9940578310143744,-0.013969425318728941
P400,240.0,200.0,400.0,1741944813.527394,aruco_2,0.019076660422626124,0.05516707789626652,0.03431586194677039,-0.04254612548423109,0.06408772928220081,0.9969325128453108,-0.014427239212389767
P400,240.0,200.0,400.0,1741944813.5279171,aruco_8,0.5826888520078615,0.05897937534838231,0.032031074402253945,0.05590638354007201,0.025073012311863107,0.9980565287045078,0.011356760366063817
P400,240.0,200.0,400.0,1741944813.528306,aruco_4,0.20769762948345435,0.05436510239331586,0.040825590471371354,-0.01419559756554939,0.059376660787015416,0.9981258632231468,0.004201025198345903
P400,240.0,200.0,400.0,1741944813.5287502,aruco_6,0.3946897722367238,0.05450454733496741,0.04448835850645949,0.05466284178655998,0.06852065247405309,0.9961015098915853,-0.009933081849864928
P400,240.0,200.0,400.0,1741944813.5292425,aruco_10,0.7633316023474486,0.054716214781954035,0.02507431369052382,0.03276377057102141,0.011220178377323684,0.9993967094045304,0.0026173246458088026
P400,240.0,200.0,400.0,1741944813.5294528,aruco_0,0.3070197513988949,0.004886294713826872,0.03964987920322249,0.08790306616303484,0.044542045734333485,0.9950397952141408,-0.013596069304007256
P400,240.0,200.0,400.0,1741944813.5296488,aruco_3,0.2111097081854328,-0.037964340511155895,0.05690617438633694,-0.049873627161396296,-0.026715611625928063,0.9983794976016475,-0.006104618037455996
P400,240.0,200.0,400.0,1741944813.5298142,aruco_1,0.01304781045041259,-0.04434909588387345,0.02089315896787991,-0.01664888422599003,-0.08798208352485257,0.9959823002862411,-0.0011024850035505802
P400,240.0,200.0,400.0,1741944813.5299492,aruco_5,0.3965291440962806,-0.03898458073480121,0.057443198631342174,0.045723143336585455,-0.0035860583239768723,0.9988906537843355,-0.010676437801287101
P400,240.0,200.0,400.0,1741944813.5300894,aruco_7,0.580754432596876,-0.0395263819060942,0.04750297734418096,0.07723090380302433,-0.05503678123650179,0.9954656596424718,0.007379077038165515
P400,240.0,200.0,400.0,1741944813.5302374,aruco_9,0.7626840840035156,-0.039652009313748376,0.03393956754629002,0.03811422511655451,-0.013153887535876702,0.9991831265844116,0.0027112443224700205
P400,240.0,200.0,400.0,1741944813.6360343,aruco_2,0.019068316766656435,0.05514002280264654,0.03426371372627823,-0.04397902998311729,0.0622765689222669,0.99702448783368,-0.011385726871474607
P400,240.0,200.0,400.0,1741944813.636389,aruco_8,0.582535655182454,0.05901358804780397,0.03283299098079118,0.058340462623681366,0.028851043468939967,0.997811094879308,0.011705417692548754
P400,240.0,200.0,400.0,1741944813.636571,aruco_4,0.20808696550073674,0.05437951627196371,0.04232231150832244,-0.014922973873447726,0.06234308299132757,0.997936258334312,0.0037228272419113197
P400,240.0,200.0,400.0,1741944813.636725,aruco_6,0.39475695771627894,0.054516829711753916,0.046145166294012885,0.058106966805530604,0.07326681470063377,0.9955639661440073,-0.010389119010823802
P400,240.0,200.0,400.0,1741944813.636863,aruco_10,0.762925023679397,0.05465278183584798,0.026005201662725796,0.03188315233153339,0.017503502044768117,0.999329677125584,0.004156760152819808
P400,240.0,200.0,400.0,1741944813.6369965,aruco_3,0.2111418221530293,-0.03797627972876309,0.056888282784258726,-0.04925081845455334,-0.024288535598993743,0.9984698684763231,-0.0065066004198075485
P400,240.0,200.0,400.0,1741944813.6372585,aruco_1,0.012336168867778718,-0.044612966763612816,0.019736859800476902,-0.021175402091230023,-0.08961228410592467,0.9957475853229586,-0.0028244519610393435
P400,240.0,200.0,400.0,1741944813.637482,aruco_5,0.39651333564948577,-0.03919931328855654,0.05624531905245733,0.04899798138133658,0.004693882545368971,0.998723751742474,-0.011314732701796719
P400,240.0,200.0,400.0,1741944813.637746,aruco_7,0.5804622534279418,-0.039334414911203444,0.04886391619758157,0.08122017529554587,-0.057107176263875355,0.9950362885495058,0.006695378463683985
P400,240.0,200.0,400.0,1741944813.6378992,aruco_9,0.7630463579319815,-0.0398340241421109,0.03297402756301915,0.03410730432113239,-0.010137889858638198,0.9993644092482699,0.0021639611135590244
P400,240.0,200.0,400.0,1741944813.638013,aruco_0,0.32101138296866205,0.005455694053097607,0.04701060126810197,-0.06272905920108753,0.05514060824477455,0.9965041913275815,-0.0019913017011534122
P400,240.0,200.0,400.0,1741944813.7405674,aruco_2,0.01951001868966651,0.05512174657976252,0.03518216919139783,-0.04557680334405442,0.06491595657737544,0.9967765412478333,-0.012049507325302824
P400,240.0,200.0,400.0,1741944813.7409022,aruco_8,0.5835169805175124,0.05897314241770207,0.02823687278766962,0.0503651932703362,0.02133036054424508,0.998451588201661,0.010138008816870221
P400,240.0,200.0,400.0,1741944813.7410624,aruco_4,0.20745208645078714,0.05436677356507086,0.03994890870238743,-0.013019734019994764,0.05963173944858338,0.9981264530657121,0.004256307351133121
P400,240.0,200.0,400.0,1741944813.7412055,aruco_6,0.3946932843573514,0.054540118039856283,0.044527055512693425,0.042186889647119946,0.07567588354171313,0.9961810488812364,-0.010804401910096344
P400,240.0,200.0,400.0,1741944813.741337,aruco_10,0.7627387492020952,0.0546897302466599,0.026378663776775113,0.03422831586551735,0.014700126874812019,0.999295530815157,0.004556421323111714
P400,240.0,200.0,400.0,1741944813.7414691,aruco_0,0.333968362149475,0.005100139928930977,0.04566790706440749,-0.13066810551634592,0.054212119369908274,0.9897182246082191,-0.021088336352638078
P400,240.0,200.0,400.0,1741944813.7416298,aruco_3,0.21120661044360475,-0.03793909803197279,0.05720516240541074,-0.049340231052876715,-0.025813065363901468,0.998426933370982,-0.0065479890215353895
P400,240.0,200.0,400.0,1741944813.7420733,aruco_1,0.011359964301040693,-0.04488615173256903,0.017683625749742027,-0.011706033356444434,-0.0865419934768451,0.9961772107580049,-0.002099342856188283
P400,240.0,200.0,400.0,1741944813.7422893,aruco_5,0.3964461688869827,-0.03905901728564774,0.05673391480859358,0.0295830252303481,-0.01147452674736437,0.9994357117777093,-0.01101944229965596
P400,240.0,200.0,400.0,1741944813.7424734,aruco_7,0.580719336926032,-0.03952842158757154,0.0474889766102049,0.08210047534037762,-0.05496922322167428,0.9950741459333834,0.008082735550632774
P400,240.0,200.0,400.0,1741944813.7426598,aruco_9,0.7625691750686083,-0.03966634772344374,0.034075496569306085,0.03303051270529737,-0.012030116798571692,0.999379042443342,0.002404426457088298
P400,240.0,200.0,400.0,1741944813.8505878,aruco_2,0.019087717362302803,0.055180610804245106,0.034322988467867965,-0.042510346967043214,0.0653943470612301,0.9968546411029997,-0.0140450889629953
P400,240.0,200.0,400.0,1741944813.8510592,aruco_8,0.5830082463149973,0.058990971411897054,0.030651895643084126,0.055348142793672554,0.024376235948292222,0.9981124110925241,0.010676478705226908
P400,240.0,200.0,400.0,1741944813.8513439,aruco_4,0.208068466561898,0.05439964455014421,0.04229595083704485,-0.015147084639518775,0.06477486526817543,0.997776059259031,0.004208148767717409
P400,240.0,200.0,400.0,1741944813.851584,aruco_6,0.3949802209811509,0.05446988488896722,0.0584178824758701,-0.06545750907308842,0.051125801268983195,0.9964515464665934,-0.01362984370206394
P400,240.0,200.0,400.0,1741944813.8517544,aruco_10,0.7629335482031461,0.0546388739965429,0.025923701674235078,0.03358118641986981,0.016025826272512554,0.9992955765793786,0.004880334121271376
P400,240.0,200.0,400.0,1741944813.8518915,aruco_3,0.21124969707294983,-0.037861514511832006,0.057432320771346856,-0.05086883140913958,-0.02490018031027225,0.998375061131621,-0.00629050883447224
P400,240.0,200.0,400.0,1741944813.852025,aruco_1,0.014934121342713713,-0.043787350488817656,0.024646306121375305,-0.026445604824731017,-0.09364568424364315,0.9952542650513847,0.00023243568835957756
P400,240.0,200.0,400.0,1741944813.8522534,aruco_5,0.3964951261117616,-0.03908864884019142,0.057572137953049496,0.04253747663474486,-0.02416818864354891,0.9987199761629605,-0.012839827127382328
P400,240.0,200.0,400.0,1741944813.8524532,aruco_7,0.580347392017231,-0.039257818108919526,0.04924883970270755,0.08533706156248831,-0.05619508203828527,0.9947333707756594,0.00807525850121253
P400,240.0,200.0,400.0,1741944813.852746,aruco_9,0.763818055724083,-0.0400483033562057,0.03150097396724216,0.03252518376985835,-0.008099301858910765,0.9994328004599379,0.003252893548713704
P400,240.0,200.0,400.0,1741944813.8528867,aruco_0,0.34737869205257876,0.0055073668376636326,0.0505705954438036,-0.1182008808346803,0.0653875639939014,0.9906670677233479,-0.018214527837642467
P400,240.0,200.0,400.0,1741944813.9534552,aruco_2,0.018583869900507866,0.05519861399178544,0.033466258078254874,-0.04061696196537759,0.06256070539598492,0.9971395263368598,-0.012213754480118239
P400,240.0,200.0,400.0,1741944813.9537995,aruco_8,0.5833124778425188,0.05898806811537416,0.02920253122352534,0.05061788357009496,0.01986471014297094,0.9984728734119585,0.009753686079483726
P400,240.0,200.0,400.0,1741944813.9539523,aruco_4,0.2078450017403062,0.05437567094110557,0.04140186161634829,-0.013630092129458725,0.060187862860948245,0.9980853658123424,0.004151456322772288
P400,240.0,200.0,400.0,1741944813.9540849,aruco_6,0.3947474622684309,0.054525693005106145,0.045876324144491054,0.06245425739218554,0.06651318807270885,0.9957785161329386,-0.010029882066589155
P400,240.0,200.0,400.0,1741944813.9542089,aruco_10,0.7617977036961419,0.05472264414442179,0.02846749020400785,0.03702203278537894,0.013589461588382422,0.9992178898311649,0.0028800133028066073
P400,240.0,200.0,400.0,1741944813.954334,aruco_3,0.21145373865607778,-0.03779031151824247,0.05808517389653256,-0.05194409867803872,-0.022141081236850532,0.9983837710867294,-0.006435754766508832
P400,240.0,200.0,400.0,1741944813.9545536,aruco_1,0.015216620125346636,-0.04371286276934941,0.025220614145141873,-0.028559951758163584,-0.0941651168208335,0.9951467556161201,0.0004301570758376488
P400,240.0,200.0,400.0,1741944813.9548938,aruco_5,0.39655692638308593,-0.03984219635689838,0.05297960225713627,0.08085890394897156,-0.026251065612740168,0.9963456194216213,-0.008253237375368747
P400,240.0,200.0,400.0,1741944813.9551065,aruco_7,0.5809578277090012,-0.039690529807312164,0.046369875165304,0.08097350200312932,-0.05050727855628718,0.9954077459092701,0.007464331387727731
P400,240.0,200.0,400.0,1741944813.955275,aruco_9,0.7628678192988777,-0.03971647509819991,0.03358084421433227,0.03194886800457382,-0.008017546296961485,0.9994549881568116,0.002169252360834092
P400,240.0,200.0,400.0,1741944813.955396,aruco_0,0.3596384423278584,0.005110648558856554,0.04368118926852438,-0.11137773631269395,0.05562712419756605,0.9919971339887614,-0.021030904762536728
P400,240.0,200.0,400.0,1741944814.0672958,aruco_2,0.019933433411514156,0.055160481860973117,0.03583034916988148,-0.042460064594350075,0.06641033080352614,0.9967868719887966,-0.014238432107114701
P400,240.0,200.0,400.0,1741944814.0676422,aruco_8,0.5831212625836745,0.05899295250646267,0.030104975891455554,0.05320948440042837,0.021768256796675493,0.9982943854268066,0.010158935053242207
P400,240.0,200.0,400.0,1741944814.0678134,aruco_4,0.20791181271162945,0.05438102027392638,0.04169881943905507,-0.014727571822298658,0.06214840557324831,0.9979504677904198,0.003940613764005754
P400,240.0,200.0,400.0,1741944814.0679512,aruco_6,0.3948585706668758,0.05445013591728356,0.04924845130247624,0.08616555131005557,0.05479163009647097,0.9947491134700968,-0.006896835841006432
P400,240.0,200.0,400.0,1741944814.0680833,aruco_10,0.7626986324411587,0.05468479587446809,0.026496434404439384,0.03200053511562848,0.016096619621241967,0.9993505483003244,0.003916174859215288
P400,240.0,200.0,400.0,1741944814.0682132,aruco_3,0.21139076887885333,-0.037805009876209744,0.05788199969667174,-0.049612636188192547,-0.024823869171874645,0.9984413413486127,-0.006102451890571073
P400,240.0,200.0,400.0,1741944814.0684304,aruco_1,0.011929831991701612,-0.0447104679583101,0.018818925975127576,-0.015284595664229107,-0.08683348498636667,0.9961021242033973,-0.0026221177420213152
P400,240.0,200.0,400.0,1741944814.0689254,aruco_5,0.39620765602943125,-0.04128597850890628,0.04447164602057663,0.04017064804219236,-0.035283008299559014,0.9985279751552333,-0.009126960778019649
P400,240.0,200.0,400.0,1741944814.069265,aruco_7,0.5802759928465266,-0.03920125501650998,0.049589178857805005,0.08505232355954138,-0.05368585468418815,0.9948937140452035,0.008391607235788663
P400,240.0,200.0,400.0,1741944814.0695693,aruco_9,0.7631974233108116,-0.03986737281321512,0.032714967389106175,0.03677237344398603,-0.011082557595077857,0.9992567820441904,0.0032929044968345923
P400,240.0,200.0,400.0,1741944814.0699325,aruco_0,0.3724243990644428,0.005088663413037167,0.04153440825834742,-0.05297797187702789,0.08041129390492999,0.995348423767632,-0.00297722066265421
P400,240.0,200.0,400.0,1741944814.2840488,aruco_2,0.018133058938589186,0.05520229036556538,0.03249564769713986,-0.042360646236332816,0.06282733009468182,0.9970398010396155,-0.013035628983305226
P400,240.0,200.0,400.0,1741944814.2845972,aruco_8,0.5831348215034389,0.05899952631075825,0.03003340572670099,0.05459933600853004,0.022776119283681024,0.998191840627635,0.010639566166647144
P400,240.0,200.0,400.0,1741944814.284979,aruco_4,0.20817338910438,0.054376072221157874,0.042512361145341626,-0.015319685052214153,0.06086053619442958,0.9980209498778106,0.003933989564609073
P400,240.0,200.0,400.0,1741944814.285598,aruco_6,0.3949115905294745,0.05443934920977637,0.04975087438322534,0.07864128645123103,0.04676756507879251,0.9957763765508152,-0.007598744071487345
P400,240.0,200.0,400.0,1741944814.2860978,aruco_10,0.7633324304293414,0.05468926602594424,0.025130108242525373,0.032135600750670054,0.01672197935288682,0.9993354047745181,0.004051858784256822
P400,240.0,200.0,400.0,1741944814.286445,aruco_0,0.39619430106901693,0.0055568329345113965,0.04864812360350956,-0.04109422035437188,0.08792781559378178,0.9952762681762088,-0.0022593323936986047
P400,240.0,200.0,400.0,1741944814.2867956,aruco_3,0.21106850809064776,-0.037986936540955946,0.056628597185967466,-0.05026111678080488,-0.022495190434055,0.9984603179076837,-0.006691060535640291
P400,240.0,200.0,400.0,1741944814.2871194,aruco_1,0.011953410974856526,-0.04468767053917144,0.019022993761262708,-0.019560969798114166,-0.09080846275024856,0.9956730604430724,-0.0025176551487832706
P400,240.0,200.0,400.0,1741944814.2874472,aruco_5,0.39630922163743093,-0.040558263938196004,0.05052776583494023,0.0017621175836457393,-0.06382936862921246,0.997886857433693,-0.012021509930671009
P400,240.0,200.0,400.0,1741944814.287778,aruco_7,0.5805982269951382,-0.039441348009035315,0.048146870529854,0.08034844421465688,-0.055647877835739545,0.9951839847772419,0.00750118185140776
P600,240.0,400.0,600.0,1741944814.290669,aruco_9,0.7654757979415717,-0.040514019111037025,0.027804025557101042,0.028074616477687105,-0.0076128768891796554,0.9995718980877131,0.003141782656228722
P600,240.0,400.0,600.0,1741944814.3927364,aruco_2,0.019619099737990198,0.05513727957447366,0.03535458069185593,-0.047459902683579615,0.06297937160736979,0.9968136301307693,-0.011988886391488178
P600,240.0,400.0,600.0,1741944814.393157,aruco_8,0.5832194496121782,0.05899217876154693,0.02965847194226312,0.053085722232582636,0.02398338994966383,0.9982462320642382,0.010542933312269265
P600,240.0,400.0,600.0,1741944814.393447,aruco_4,0.2078546348194718,0.05437655414137782,0.041444660919855214,-0.01228251917097301,0.062051123187342565,0.9979898554646001,0.003877694244092013
P600,240.0,400.0,600.0,1741944814.393739,aruco_6,0.3949391091758669,0.05442188338786931,0.051185531871588696,0.09059722169396553,0.04230976895539723,0.9949628511770854,-0.007137343265247041
P600,240.0,400.0,600.0,1741944814.3942757,aruco_10,0.7625887450190526,0.05468263719065065,0.026728088242410464,0.03312410203842186,0.015289482423944968,0.9993228650540952,0.0047777812295304685
P600,240.0,400.0,600.0,1741944814.3945851,aruco_0,0.3963446322273002,0.00566985208523757,0.04985675446798565,-0.0679348838295184,0.09194077547817664,0.9934434202576577,-0.0013806902439885739
P600,240.0,400.0,600.0,1741944814.3947809,aruco_3,0.21108001856849615,-0.03795407109500676,0.056724478232998754,-0.049187851535628865,-0.025493677610804528,0.9984443913495626,-0.006278155042463975
P600,240.0,400.0,600.0,1741944814.3949594,aruco_1,0.011683349773331186,-0.044843015344698006,0.01850728557100534,-0.02013565391886661,-0.09362877098162241,0.9954030996906016,-0.0009317416869428838
P600,240.0,400.0,600.0,1741944814.3951764,aruco_5,0.39626376296340365,-0.04070877887237635,0.0492088725538542,0.004770688926398989,-0.06311509785220322,0.9979249377284658,-0.011812447093055336
P600,240.0,400.0,600.0,1741944814.39547,aruco_7,0.580857847060823,-0.039671754104470894,0.04654572021504233,0.08768808975060398,-0.05148326125915291,0.9947766118658806,0.008930579407284788
P600,240.0,400.0,600.0,1741944814.395703,aruco_9,0.7635366824579553,-0.039964001093780926,0.03200042595527164,0.033706017449290526,-0.0073492734603725785,0.999398881957991,0.0034289251036306633
P600,240.0,400.0,600.0,1741944814.4999864,aruco_2,0.019632486778569824,0.05514388992222733,0.0354259192516555,-0.044798083462273625,0.06257297249230181,0.9969697569190694,-0.011359966979560975
P600,240.0,400.0,600.0,1741944814.5002744,aruco_8,0.5834682756059465,0.0589490386178074,0.02854550868407879,0.05209461788417571,0.02119558509176093,0.998370768475245,0.00962791711196308
P600,240.0,400.0,600.0,1741944814.5004034,aruco_4,0.20766818597479642,0.05434965388282141,0.040698606833239004,-0.01471866337848372,0.05696681164916819,0.9982570644269035,0.004578965119281726
P600,240.0,400.0,600.0,1741944814.5005167,aruco_6,0.3941101956692901,0.05497367109521746,0.04187969937813729,-0.10250375879548906,0.13885272096884194,0.9848783990286932,-0.01508080075536445
P600,240.0,400.0,600.0,1741944814.5006478,aruco_10,0.7624607025852161,0.0546877366670236,0.02703311717892587,0.03424578920233423,0.016537204814245365,0.9992688367342449,0.003940676432130468
P600,240.0,400.0,600.0,1741944814.5007591,aruco_0,0.4085652171768925,0.004820627374270081,0.04295209334650385,-0.09212924989670694,0.06519068668794345,0.9933603651332185,-0.0223058443334461
P600,240.0,400.0,600.0,1741944814.5008736,aruco_3,0.21137069674363357,-0.03782287719417263,0.0577288002339974,-0.050311781334095085,-0.02573606310085564,0.9983835057118472,-0.006061799993909179
P600,240.0,400.0,600.0,1741944814.5009818,aruco_1,0.010437021042628392,-0.04519307682020424,0.016155123898574653,-0.016734596885611908,-0.09548835416373494,0.9952897985168546,-0.0003671408709258663
P600,240.0,400.0,600.0,1741944814.5010889,aruco_7,0.5806739401734136,-0.03947422256280987,0.04790785018985266,0.077529717284373,-0.05505318070369238,0.9954435952157363,0.007094298504865375
P600,240.0,400.0,600.0,1741944814.5012095,aruco_9,0.7634917034785651,-0.039895950463459035,0.032355409067627905,0.03398061694001702,-0.007601319503399504,0.9993926579970658,0.001357561911759147
