Command,Speed,Initial Position,End Position,Time,ArUco ID,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
P200,200.0,0.0,200.0,1739975670.7536535,aruco_1,-0.5487827395873373,0.09390254834798417,0.3253229238146609,-0.01057629577824047,-0.010441640033952712,0.9983572825317271,0.0553339361519134
P200,200.0,0.0,200.0,1739975670.754063,aruco_10,0.3641760731797086,-0.10248670286962734,0.3096194969128452,-0.06678859848021315,0.04709409462881328,0.9952024586606376,0.05379116628844051
P200,200.0,0.0,200.0,1739975670.7543752,aruco_8,-0.17643879036990995,0.17703092071296508,0.2546580501064879,0.1447956417409939,-0.1148983233077994,0.9824425459627625,0.025283100248322116
P200,200.0,0.0,200.0,1739975670.754664,aruco_6,-0.13556599407451006,-0.159919433159414,0.30895289793564307,-0.01229545394080845,0.08521942394465572,0.9959017067337358,0.02768132903217414
P200,200.0,0.0,200.0,1739975670.7549648,aruco_0,0.3377375215466541,0.13729156884941077,0.37289646039706725,-0.5326101280094394,-0.1011201157931514,0.8363166279588152,0.08170475718109323
P200,200.0,0.0,200.0,1739975670.755368,aruco_4,-0.30720998023695045,-0.17093962151961384,0.3034376471130741,-0.03774008092926964,0.08702101171798705,0.9946383528911377,0.04120158515740963
P200,200.0,0.0,200.0,1739975670.8009596,aruco_9,0.33734172958017405,0.017798969937565065,0.30674241327565344,-0.050773804370637415,0.043743658163291815,0.9966476507397454,0.0469251250842886
P200,200.0,0.0,200.0,1739975670.8020973,aruco_7,0.05904156135088724,0.0006495054341886068,0.27487967670887936,-0.0040399179437267405,0.05261588415243764,0.9971940244538046,0.053097262677264064
P200,200.0,0.0,200.0,1739975670.8024373,aruco_5,-0.18370227338948708,0.10488356383529605,0.3113634411494912,0.020398226647312622,-0.016268776020401624,0.9989434983133945,0.03783015203846156
P200,200.0,0.0,200.0,1739975670.8028133,aruco_3,0.17670111008170286,0.019862265020563104,0.32543320705965906,-0.33789707823699117,0.01814440075208828,0.9394459483572536,0.054200090826530614
P200,200.0,0.0,200.0,1739975670.803132,aruco_1,-0.5331587647249882,0.11317136850797907,0.3188647922659895,-0.020083187405736582,-0.023409507246928318,0.9979499567515749,0.056076183234445194
