Command,Speed,Initial Position,End Position,Time,ArUco ID,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
P200,200.0,0.0,200.0,1739976026.795704,aruco_1,-0.42805026043336025,0.06859117629190496,0.4697903462585937,0.07104035014352239,-0.03044917954517246,0.9969562161447563,-0.01021827577906388
P200,200.0,0.0,200.0,1739976026.7966192,aruco_5,-0.12070447748106858,0.11011894393337092,0.44701837175075054,0.1504931885254313,-0.05822803109930066,0.9865749716692891,-0.025122019388935275
P200,200.0,0.0,200.0,1739976026.7970822,aruco_7,0.2447664015579316,-0.019142293075367172,0.4619357667166224,0.025428830988707338,0.0412061847381097,0.9988145429249051,0.004992761781460304
P200,200.0,0.0,200.0,1739976026.797489,aruco_3,0.019849083572702417,0.0757127140132827,0.44947676777946066,-0.12347920711034388,-0.03243746123013809,0.9917295301197301,-0.013161672514137523
P200,200.0,0.0,200.0,1739976026.7978728,aruco_0,-0.411548831298018,-0.05958137269819473,0.5103566896984415,0.06076720376711701,0.029298300547743697,0.9977096566373211,-0.004938779674379011
P200,200.0,0.0,200.0,1739976026.7982252,aruco_4,-0.18299760269990162,-0.16643360856348963,0.4485345969239207,0.03816217165966975,0.07371128981843308,0.9965483343374375,-0.0013060006919581042
P200,200.0,0.0,200.0,1739976026.7985334,aruco_6,-0.18048135658101322,0.11990292105629326,0.422590230721804,0.19114388252386094,-0.14321072236395593,0.9704886604988932,-0.03326347527810289
P200,200.0,0.0,200.0,1739976026.798821,aruco_8,-0.384992797395355,0.1549892738338576,0.42492130375765647,0.4593253611615085,-0.1591999256481278,0.8728194840981193,-0.043147872652772756
P200,200.0,0.0,200.0,1739976026.8291876,aruco_1,-0.42805026043336025,0.06859117629190496,0.4697903462585937,0.07104035014352239,-0.03044917954517246,0.9969562161447563,-0.01021827577906388
P200,200.0,0.0,200.0,1739976026.8301952,aruco_7,0.23339079091665044,-0.006011788619562201,0.4445978209507069,0.03822726717684694,0.033204248190990555,0.9987170495818095,-0.0006346393504668074
